# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_fdr_bh	study_items
GO:0036090	BP	p	cleavage furrow ingression	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0010863	BP	p	positive regulation of phospholipase C activity	0/1277	8/43182	1.0	8	0	1.0	1.0	
GO:1903578	BP	p	regulation of ATP metabolic process	0/1277	2/43182	1.0	9	0	1.0	1.0	
GO:0051884	BP	p	regulation of timing of anagen	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:1902939	BP	p	negative regulation of intracellular calcium activated chloride channel activity	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:1904891	BP	p	positive regulation of excitatory synapse assembly	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0042246	BP	p	tissue regeneration	0/1277	20/43182	1.0	4	0	1.0	1.0	
GO:1904155	BP	p	DN2 thymocyte differentiation	0/1277	4/43182	1.0	9	0	1.0	1.0	
GO:0009114	BP	p	hypoxanthine catabolic process	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:1904021	BP	p	negative regulation of G protein-coupled receptor internalization	0/1277	2/43182	1.0	10	0	1.0	1.0	
GO:0001811	BP	p	negative regulation of type I hypersensitivity	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0046986	BP	p	negative regulation of hemoglobin biosynthetic process	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0099040	BP	p	ceramide translocation	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0072134	BP	p	nephrogenic mesenchyme morphogenesis	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0051251	BP	p	positive regulation of lymphocyte activation	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0120034	BP	p	positive regulation of plasma membrane bounded cell projection assembly	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0036531	BP	p	glutathione deglycation	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0044346	BP	p	fibroblast apoptotic process	0/1277	10/43182	1.0	5	0	1.0	1.0	
GO:0070646	BP	p	protein modification by small protein removal	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0090721	BP	p	primary adaptive immune response involving T cells and B cells	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0017055	BP	p	negative regulation of RNA polymerase II transcription preinitiation complex assembly	0/1277	2/43182	1.0	12	0	1.0	1.0	
GO:0015949	BP	p	nucleobase-containing small molecule interconversion	0/1277	8/43182	1.0	6	0	1.0	1.0	
GO:0090625	BP	p	siRNA-mediated gene silencing by mRNA destabilization	0/1277	1/43182	1.0	12	0	1.0	1.0	
GO:1990968	BP	p	modulation by host of RNA binding by virus	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0042023	BP	p	DNA endoreduplication	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0090259	BP	p	regulation of retinal ganglion cell axon guidance	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0060742	BP	p	epithelial cell differentiation involved in prostate gland development	0/1277	4/43182	1.0	5	0	1.0	1.0	
GO:0021540	BP	p	corpus callosum morphogenesis	0/1277	6/43182	1.0	11	0	1.0	1.0	
GO:1904743	BP	p	negative regulation of telomeric DNA binding	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0043558	BP	p	regulation of translational initiation in response to stress	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0035906	BP	p	descending aorta development	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0051464	BP	p	positive regulation of cortisol secretion	0/1277	4/43182	1.0	12	0	1.0	1.0	
GO:0072738	BP	p	cellular response to diamide	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:1902990	BP	p	mitotic telomere maintenance via semi-conservative replication	0/1277	3/43182	1.0	9	0	1.0	1.0	
GO:0045112	BP	p	integrin biosynthetic process	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0002729	BP	p	positive regulation of natural killer cell cytokine production	0/1277	7/43182	1.0	11	0	1.0	1.0	
GO:0021893	BP	p	cerebral cortex GABAergic interneuron fate commitment	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0051026	BP	p	chiasma assembly	0/1277	7/43182	1.0	5	0	1.0	1.0	
GO:0003009	BP	p	skeletal muscle contraction	0/1277	25/43182	1.0	6	0	1.0	1.0	
GO:0071166	BP	p	ribonucleoprotein complex localization	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:1901096	BP	p	regulation of autophagosome maturation	0/1277	6/43182	1.0	8	0	1.0	1.0	
GO:2000793	BP	p	cell proliferation involved in heart valve development	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0031639	BP	p	plasminogen activation	0/1277	11/43182	1.0	8	0	1.0	1.0	
GO:0097156	BP	p	fasciculation of motor neuron axon	0/1277	2/43182	1.0	9	0	1.0	1.0	
GO:0061040	BP	p	female gonad morphogenesis	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:1990115	BP	p	RNA polymerase III assembly	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0051630	BP	p	acetylcholine uptake	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0070884	BP	p	regulation of calcineurin-NFAT signaling cascade	0/1277	4/43182	1.0	9	0	1.0	1.0	
GO:0014878	BP	p	response to electrical stimulus involved in regulation of muscle adaptation	0/1277	3/43182	1.0	4	0	1.0	1.0	
GO:0021965	BP	p	spinal cord ventral commissure morphogenesis	0/1277	3/43182	1.0	11	0	1.0	1.0	
GO:1901907	BP	p	diadenosine pentaphosphate catabolic process	0/1277	4/43182	1.0	10	0	1.0	1.0	
GO:0099627	BP	p	neurotransmitter receptor cycle	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1903036	BP	p	positive regulation of response to wounding	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0035349	BP	p	coenzyme A transmembrane transport	0/1277	2/43182	1.0	10	0	1.0	1.0	
GO:0097314	BP	p	apoptosome assembly	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0001543	BP	p	ovarian follicle rupture	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0006055	BP	p	CMP-N-acetylneuraminate biosynthetic process	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0021795	BP	p	cerebral cortex cell migration	0/1277	9/43182	1.0	6	0	1.0	1.0	
GO:0032909	BP	p	regulation of transforming growth factor beta2 production	0/1277	4/43182	1.0	10	0	1.0	1.0	
GO:0003431	BP	p	growth plate cartilage chondrocyte development	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0019884	BP	p	antigen processing and presentation of exogenous antigen	0/1277	2/43182	1.0	3	0	1.0	1.0	
GO:0032784	BP	p	regulation of DNA-templated transcription elongation	0/1277	9/43182	1.0	9	0	1.0	1.0	
GO:0070814	BP	p	hydrogen sulfide biosynthetic process	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0021511	BP	p	spinal cord patterning	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0009082	BP	p	branched-chain amino acid biosynthetic process	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0002260	BP	p	lymphocyte homeostasis	0/1277	7/43182	1.0	5	0	1.0	1.0	
GO:1904251	BP	p	regulation of bile acid metabolic process	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0071702	BP	p	organic substance transport	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:1905116	BP	p	positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0099191	BP	p	trans-synaptic signaling by BDNF	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0032714	BP	p	negative regulation of interleukin-5 production	0/1277	8/43182	1.0	10	0	1.0	1.0	
GO:0034219	BP	p	carbohydrate transmembrane transport	0/1277	3/43182	1.0	6	0	1.0	1.0	
GO:0033499	BP	p	galactose catabolic process via UDP-galactose	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:0010825	BP	p	positive regulation of centrosome duplication	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:1901753	BP	p	leukotriene A4 biosynthetic process	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0061512	BP	p	protein localization to cilium	1/1277	35/43182	1.0	6	1	1.0	1.0	9727
GO:1902073	BP	p	positive regulation of hypoxia-inducible factor-1alpha signaling pathway	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0034620	BP	p	cellular response to unfolded protein	0/1277	17/43182	1.0	6	0	1.0	1.0	
GO:0001829	BP	p	trophectodermal cell differentiation	0/1277	16/43182	1.0	4	0	1.0	1.0	
GO:1901194	BP	p	negative regulation of formation of translation preinitiation complex	0/1277	1/43182	1.0	13	0	1.0	1.0	
GO:1904378	BP	p	maintenance of unfolded protein involved in ERAD pathway	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0060415	BP	p	muscle tissue morphogenesis	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:0006481	BP	p	C-terminal protein methylation	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0034220	BP	p	monoatomic ion transmembrane transport	3/1277	113/43182	1.0	5	3	1.0	1.0	488, 63982, 147798
GO:0072234	BP	p	metanephric nephron tubule development	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1904557	BP	p	L-alanine transmembrane transport	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:1904024	BP	p	negative regulation of glucose catabolic process to lactate via pyruvate	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0021812	BP	p	neuronal-glial interaction involved in cerebral cortex radial glia guided migration	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:1902412	BP	p	regulation of mitotic cytokinesis	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0072340	BP	p	lactam catabolic process	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:1901006	BP	p	ubiquinone-6 biosynthetic process	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0034589	BP	p	hydroxyproline transport	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0070782	BP	p	phosphatidylserine exposure on apoptotic cell surface	0/1277	6/43182	1.0	9	0	1.0	1.0	
GO:0021569	BP	p	rhombomere 3 development	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0060267	BP	p	positive regulation of respiratory burst	0/1277	6/43182	1.0	5	0	1.0	1.0	
GO:1904358	BP	p	positive regulation of telomere maintenance via telomere lengthening	0/1277	5/43182	1.0	9	0	1.0	1.0	
GO:0010652	BP	p	positive regulation of cell communication by chemical coupling	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0002503	BP	p	peptide antigen assembly with MHC class II protein complex	0/1277	14/43182	1.0	7	0	1.0	1.0	
GO:0021683	BP	p	cerebellar granular layer morphogenesis	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0002677	BP	p	negative regulation of chronic inflammatory response	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:2000568	BP	p	positive regulation of memory T cell activation	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0030209	BP	p	dermatan sulfate catabolic process	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:0061350	BP	p	planar cell polarity pathway involved in cardiac muscle tissue morphogenesis	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:1902175	BP	p	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0098884	BP	p	postsynaptic neurotransmitter receptor internalization	0/1277	8/43182	1.0	9	0	1.0	1.0	
GO:0010512	BP	p	negative regulation of phosphatidylinositol biosynthetic process	0/1277	2/43182	1.0	10	0	1.0	1.0	
GO:1902445	BP	p	regulation of mitochondrial membrane permeability involved in programmed necrotic cell death	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:0002263	BP	p	cell activation involved in immune response	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:1990910	BP	p	response to hypobaric hypoxia	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:1903645	BP	p	negative regulation of chaperone-mediated protein folding	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0034346	BP	p	positive regulation of type III interferon production	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0035739	BP	p	CD4-positive, alpha-beta T cell proliferation	0/1277	9/43182	1.0	8	0	1.0	1.0	
GO:0006313	BP	p	DNA transposition	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0060534	BP	p	trachea cartilage development	0/1277	4/43182	1.0	5	0	1.0	1.0	
GO:0003359	BP	p	noradrenergic neuron fate commitment	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0014062	BP	p	regulation of serotonin secretion	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0019896	BP	p	axonal transport of mitochondrion	0/1277	11/43182	1.0	9	0	1.0	1.0	
GO:1904000	BP	p	positive regulation of eating behavior	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0035600	BP	p	tRNA methylthiolation	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0002870	BP	p	T cell anergy	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:0010657	BP	p	muscle cell apoptotic process	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0009946	BP	p	proximal/distal axis specification	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0046490	BP	p	isopentenyl diphosphate metabolic process	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0051585	BP	p	negative regulation of dopamine uptake involved in synaptic transmission	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0051311	BP	p	meiotic metaphase chromosome alignment	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0055111	BP	p	ingression involved in gastrulation with mouth forming second	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0072347	BP	p	response to anesthetic	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:2000560	BP	p	positive regulation of CD24 production	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0070715	BP	p	sodium-dependent organic cation transport	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0018013	BP	p	N-terminal peptidyl-glycine methylation	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:1903850	BP	p	regulation of cristae formation	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0071674	BP	p	mononuclear cell migration	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0016073	BP	p	snRNA metabolic process	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:2000345	BP	p	regulation of hepatocyte proliferation	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0007034	BP	p	vacuolar transport	0/1277	5/43182	1.0	5	0	1.0	1.0	
GO:0019060	BP	p	intracellular transport of viral protein in host cell	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0006790	BP	p	sulfur compound metabolic process	0/1277	14/43182	1.0	3	0	1.0	1.0	
GO:0062177	BP	p	radial spoke assembly	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0036179	BP	p	osteoclast maturation	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0014916	BP	p	regulation of lung blood pressure	0/1277	2/43182	1.0	4	0	1.0	1.0	
GO:0070716	BP	p	mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication	0/1277	2/43182	1.0	9	0	1.0	1.0	
GO:0150153	BP	p	positive regulation of interleukin-17A production	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:1902256	BP	p	regulation of apoptotic process involved in outflow tract morphogenesis	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0016332	BP	p	establishment or maintenance of polarity of embryonic epithelium	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0009595	BP	p	detection of biotic stimulus	0/1277	3/43182	1.0	3	0	1.0	1.0	
GO:0090657	BP	p	telomeric loop disassembly	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0032789	BP	p	unsaturated monocarboxylic acid metabolic process	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0009957	BP	p	epidermal cell fate specification	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:0071315	BP	p	cellular response to morphine	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:0030834	BP	p	regulation of actin filament depolymerization	0/1277	2/43182	1.0	10	0	1.0	1.0	
GO:0033860	BP	p	regulation of NAD(P)H oxidase activity	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0002127	BP	p	tRNA wobble base cytosine methylation	0/1277	1/43182	1.0	13	0	1.0	1.0	
GO:0010041	BP	p	response to iron(III) ion	0/1277	3/43182	1.0	6	0	1.0	1.0	
GO:1905524	BP	p	negative regulation of protein autoubiquitination	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0035802	BP	p	adrenal cortex formation	0/1277	2/43182	1.0	3	0	1.0	1.0	
GO:0035768	BP	p	endothelial cell chemotaxis to fibroblast growth factor	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0051415	BP	p	microtubule nucleation by interphase microtubule organizing center	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0021830	BP	p	interneuron migration from the subpallium to the cortex	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0070509	BP	p	calcium ion import	0/1277	17/43182	1.0	8	0	1.0	1.0	
GO:0015913	BP	p	short-chain fatty acid transmembrane transport	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:2000818	BP	p	negative regulation of myoblast proliferation	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0009750	BP	p	response to fructose	0/1277	5/43182	1.0	7	0	1.0	1.0	
GO:0009682	BP	p	induced systemic resistance	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0061114	BP	p	branching involved in pancreas morphogenesis	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0060964	BP	p	regulation of miRNA-mediated gene silencing	0/1277	3/43182	1.0	10	0	1.0	1.0	
GO:0043129	BP	p	surfactant homeostasis	0/1277	17/43182	1.0	4	0	1.0	1.0	
GO:0045634	BP	p	regulation of melanocyte differentiation	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0034088	BP	p	maintenance of mitotic sister chromatid cohesion	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:0140245	BP	p	regulation of translation at postsynapse	0/1277	3/43182	1.0	11	0	1.0	1.0	
GO:0032695	BP	p	negative regulation of interleukin-12 production	0/1277	18/43182	1.0	10	0	1.0	1.0	
GO:0010925	BP	p	positive regulation of inositol-polyphosphate 5-phosphatase activity	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0002072	BP	p	optic cup morphogenesis involved in camera-type eye development	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0072181	BP	p	mesonephric duct formation	0/1277	2/43182	1.0	10	0	1.0	1.0	
GO:0071839	BP	p	apoptotic process in bone marrow cell	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0070256	BP	p	negative regulation of mucus secretion	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0099050	BP	p	vesicle scission	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:1905631	BP	p	cellular response to glyceraldehyde	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0060571	BP	p	morphogenesis of an epithelial fold	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0140291	BP	p	peptidyl-glutamate ADP-deribosylation	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0003188	BP	p	heart valve formation	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0072749	BP	p	cellular response to cytochalasin B	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0048483	BP	p	autonomic nervous system development	0/1277	3/43182	1.0	4	0	1.0	1.0	
GO:0060319	BP	p	primitive erythrocyte differentiation	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:1905609	BP	p	positive regulation of smooth muscle cell-matrix adhesion	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1905607	BP	p	negative regulation of presynapse assembly	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0060481	BP	p	lobar bronchus epithelium development	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:1904036	BP	p	negative regulation of epithelial cell apoptotic process	0/1277	13/43182	1.0	7	0	1.0	1.0	
GO:0007197	BP	p	adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway	0/1277	8/43182	1.0	8	0	1.0	1.0	
GO:0008306	BP	p	associative learning	0/1277	32/43182	1.0	7	0	1.0	1.0	
GO:0043060	BP	p	meiotic metaphase I homologous chromosome alignment	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0090497	BP	p	mesenchymal cell migration	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0071349	BP	p	cellular response to interleukin-12	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0051798	BP	p	positive regulation of hair follicle development	0/1277	7/43182	1.0	6	0	1.0	1.0	
GO:1901135	BP	p	carbohydrate derivative metabolic process	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:1900276	BP	p	regulation of proteinase activated receptor activity	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0035853	BP	p	chromosome passenger complex localization to spindle midzone	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0032206	BP	p	positive regulation of telomere maintenance	0/1277	17/43182	1.0	8	0	1.0	1.0	
GO:1904845	BP	p	cellular response to L-glutamine	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0060496	BP	p	mesenchymal-epithelial cell signaling involved in lung development	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0002066	BP	p	columnar/cuboidal epithelial cell development	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0033023	BP	p	mast cell homeostasis	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0046601	BP	p	positive regulation of centriole replication	0/1277	5/43182	1.0	9	0	1.0	1.0	
GO:1901077	BP	p	regulation of relaxation of muscle	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0046782	BP	p	regulation of viral transcription	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:1900122	BP	p	positive regulation of receptor binding	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0070423	BP	p	nucleotide-binding oligomerization domain containing signaling pathway	0/1277	5/43182	1.0	12	0	1.0	1.0	
GO:0090310	BP	p	negative regulation of DNA methylation-dependent heterochromatin formation	0/1277	4/43182	1.0	10	0	1.0	1.0	
GO:0070848	BP	p	response to growth factor	0/1277	13/43182	1.0	3	0	1.0	1.0	
GO:1902474	BP	p	positive regulation of protein localization to synapse	0/1277	4/43182	1.0	7	0	1.0	1.0	
GO:0060478	BP	p	acrosomal vesicle exocytosis	0/1277	6/43182	1.0	9	0	1.0	1.0	
GO:0060580	BP	p	ventral spinal cord interneuron fate determination	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:1903984	BP	p	positive regulation of TRAIL-activated apoptotic signaling pathway	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0051469	BP	p	vesicle fusion with vacuole	0/1277	11/43182	1.0	8	0	1.0	1.0	
GO:0071502	BP	p	cellular response to temperature stimulus	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:2000494	BP	p	positive regulation of interleukin-18-mediated signaling pathway	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:0014005	BP	p	microglia development	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0050960	BP	p	detection of temperature stimulus involved in thermoception	0/1277	3/43182	1.0	6	0	1.0	1.0	
GO:0000212	BP	p	meiotic spindle organization	0/1277	6/43182	1.0	8	0	1.0	1.0	
GO:0044725	BP	p	epigenetic programming in the zygotic pronuclei	0/1277	7/43182	1.0	10	0	1.0	1.0	
GO:0070845	BP	p	polyubiquitinated misfolded protein transport	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0015694	BP	p	mercury ion transport	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0086098	BP	p	angiotensin-activated signaling pathway involved in heart process	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0035610	BP	p	protein side chain deglutamylation	0/1277	5/43182	1.0	9	0	1.0	1.0	
GO:2000116	BP	p	regulation of cysteine-type endopeptidase activity	0/1277	3/43182	1.0	9	0	1.0	1.0	
GO:0071340	BP	p	skeletal muscle acetylcholine-gated channel clustering	0/1277	8/43182	1.0	7	0	1.0	1.0	
GO:0072655	BP	p	establishment of protein localization to mitochondrion	0/1277	6/43182	1.0	7	0	1.0	1.0	
GO:2000427	BP	p	positive regulation of apoptotic cell clearance	0/1277	5/43182	1.0	9	0	1.0	1.0	
GO:0043474	BP	p	pigment metabolic process involved in pigmentation	0/1277	2/43182	1.0	3	0	1.0	1.0	
GO:0003327	BP	p	type B pancreatic cell fate commitment	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:1904708	BP	p	regulation of granulosa cell apoptotic process	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0097065	BP	p	anterior head development	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:0070525	BP	p	tRNA threonylcarbamoyladenosine metabolic process	0/1277	4/43182	1.0	9	0	1.0	1.0	
GO:0014819	BP	p	regulation of skeletal muscle contraction	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:0015805	BP	p	S-adenosyl-L-methionine transport	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0006311	BP	p	meiotic gene conversion	0/1277	3/43182	1.0	10	0	1.0	1.0	
GO:1903382	BP	p	negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway	0/1277	2/43182	1.0	10	0	1.0	1.0	
GO:0110097	BP	p	regulation of calcium import into the mitochondrion	0/1277	1/43182	1.0	9	0	1.0	1.0	
